prcp,tmean,DEM,Silt_100cm,Clay_100cm
541.7631836,5.634194374,1931.456055,32.51955795,32.19448853
1602.157837,18.43412018,124.9403534,42.80156326,20.5667572
700.8947144,3.934100389,478.5671997,33.44453812,23.26363754
960.8157959,16.50022888,351.8000793,21.15766716,20.58980751
445.421051,8.160411835,1988.426392,36.63764954,24.90045929
501.5263062,11.44621468,2064.046143,41.91974258,23.33581352
341.1842041,7.668174267,790.3424683,30.7905426,52.15188217
1250.052612,15.83443165,167.375061,40.98356247,23.78530884
951.2105103,6.244355202,370.2452393,8.556284904,4.936968327
514,4.858648777,2370.991943,36.42231369,23.37998199
1098.526367,14.99819756,195.2185822,63.04302979,26.8427887
834.4473877,7.021604061,236.1547089,9.533149719,6.832965851
373.3421021,6.238508224,1650.862671,34.06584167,24.66923714
1254.842163,19.60666656,14.19181824,13.51743603,20.3793354
1488.894775,15.29921246,159.6708374,46.21992493,31.12141418
1358.763184,15.31033897,227.4925842,31.80954933,21.06372833
995.4473877,15.75392532,262.4981079,47.20150757,38.32245255
1317.315796,18.71984482,94.42049408,14.59592819,25.92274094
1157.5,18.6372776,154.1121674,17.40897179,26.96476555
802.3684082,17.61394882,510.7047119,24.73324203,25.8475666
495.9473572,3.533808708,2236.324219,34.72038651,30.57961464
319.078949,9.876853943,649.3473511,24.16802216,9.798983574
649.1842041,6.457477093,801.0231323,37.98806381,19.27676773
1682.052612,19.39337349,32.89628601,70.81257629,19.26694298
1517.105225,18.20705986,90.07169342,25.24449539,19.63968468
469.3157959,6.172410011,2475.719238,24.81294632,18.09862328
792.2105103,15.22896862,465.4663391,16.17832947,8.945087433
1393.894775,15.55716324,136.6853485,42.69200897,22.52617073
421.1842041,7.478624344,2222.880371,32.65004349,30.84315872
595.7894897,22.13231277,163.4683685,34.38457489,22.88365364
259.6052551,8.122490883,2146.441406,27.02203941,19.85867691
1227.947388,18.78606796,79.8434906,9.11720562,13.04695797
1475.131592,20.00624466,30.32284737,44.7674942,41.78053284
341.8157959,7.90703249,2106.395752,33.17823792,36.14775085
411,12.87092781,1738.475586,37.59531784,23.13388443
1392.605225,18.29787064,72.09583282,25.72618866,32.76346588
1132.710571,17.71767807,184.5320129,26.20220375,53.63866043
560.3421021,5.742900848,1764.887817,31.23673058,28.39476585
1379.105225,14.93685341,132.8036346,41.93021011,23.47226906
537.1578979,4.91123867,1377.613892,36.59999847,16.10000038
1431.5,16.99275208,1.610413551,40.40018082,12.08879662
1339.894775,14.47773647,138.1627197,47.84939957,34.80101013
469.7368469,13.03103638,942.8477173,20.71377373,18.75114822
1648.789429,20.70982742,1.102492332,28.2422924,47.04679489
463.6315918,17.68666267,763.0537109,11.02552795,16.11055946
1326.473633,21.05143929,17.83051682,15.11149406,26.78161049
1528.684204,17.92361069,93.00862885,17.73856735,17.06712532
1473.184204,14.37299633,359.6479797,59.81606674,23.79706192
366.4736938,7.772393703,1985.927612,44.58778763,16.32231522
1565.947388,18.47466087,86.15784454,20.70027542,13.52323246
1224.578979,4.12178278,310.9822388,50.7372818,8.911846161
1098.447388,19.21496582,124.2364502,9.402479172,7.001193523
531.7368164,22.08715248,233.0284424,18.9095192,26.27366066
401.2631531,13.35143089,1598.644165,38.70550919,21.49118614
362.8947449,6.887130737,1876.960327,22.36271858,13.89412308
897.6315918,8.506137848,294.7666016,34.36969757,17.7384758
569.7894897,5.275147438,2427.699463,37.70000076,22.5
604.1842041,17.73617935,517.6651001,33.46326828,30.37144089
501.7894592,3.033892393,2483.782715,35.41918945,27.3572998
341.4736938,8.562514305,1734.319092,33.89696884,32.40991592
1246.578979,15.93696976,111.9583359,40.00753021,38.84223938
876.8421021,17.4905777,459.903656,18.5689621,32.94720078
1646.052612,18.70459366,114.0378723,62.41657257,22.71194458
313.4473572,7.138991356,856.857666,45.32920074,24.93856812
1199.763184,18.86798477,41.5344429,8.307897568,5.819283485
854.3947144,18.18649292,345.664032,35.55702591,35.54573059
1909.815796,11.08167458,6.595795155,23.73474121,13.72010326
383.4736938,6.31824255,2158.560547,44.07208633,27.37750244
1280.763184,14.88506413,149.8034058,63.29117966,27.49117661
669.1052856,12.29344177,650.4884644,19.09146118,12.99531651
