x,y,prcp,tmean,DEM,SDV_100cm,Silt_100cm,Clay_100cm
1105446,1006960,1298.657837,19.04582596,55.14585114,0.335211277,20.70535278,33.49145508
-380554,2000960,543.5,9.682526588,907.1099854,0.366115719,65.23902893,19.63866043
-36554,877960,1041.842163,19.51033211,135.6485596,1,23.60183716,31.14591408
1235446,801960,1575.815796,20.61253738,6.30680275,0.100000001,1.06244266,3.155096292
388446,1141960,1447.210571,17.41000175,48.40353012,0.34710744,68.50091553,19.53452682
-1217554,1213960,397,14.83250332,1439.251953,1,24.02727127,30.86363602
366446,927960,1498.394775,19.18813324,18.97592735,0.185674936,49.9382019,33.01937485
-195554,782960,918.8421021,19.58341026,302.9379883,0.680808067,31.97640038,43.30890656
345446,1193960,1471.842163,16.80299568,83.57511139,0.375022948,31.67842102,16.45748329
-1720554,2084960,288.421051,8.516228676,1910.868774,0.5,30.30541801,30.28356361
543446,1884960,965.4210815,11.70337105,175.2079926,0.721755385,64.36704254,28.97684479
-2209554,2455960,1087.315796,10.808918,547.8731689,0.538108349,32.19908142,28.11698914
-700554,2452960,442.4736938,7.545818329,1237.224487,1.033425212,25.08714294,29.90394783
684446,1306960,1517.763184,16.04874611,105.9960861,0.364814818,21.26953697,20.48185158
-246554,980960,829.3684082,18.09332657,445.3800964,0.462370664,34.46970749,36.54929352
-1118554,1846960,347.2894592,9.546962738,1897.346558,0.999632716,24.73057747,16.77823639
1269446,788960,1512.868408,20.88763809,9.000713348,0.100000001,1.188521624,4.644628048
-1113554,1943960,311.2631531,8.281228065,1881.021606,1.282920122,26.46712685,17.37685966
281446,1051960,1451.447388,17.83419228,118.2351532,0.381600738,23.64204216,40.66918182
691446,2465960,813.5263062,7.03189373,181.96492,0.099731907,15.47870541,6.839775085
237446,1151960,1387.657837,17.29236221,86.32316589,1.02112031,27.52515984,16.06923866
319446,1538960,1139.789429,13.72047138,261.6268311,0.200000003,44.75371933,22.22075272
-610554,2323960,546.1842041,6.24774313,1602.637207,0.444811761,44.33002853,18.48843002
1046446,1073960,1284.394775,18.24707794,106.3390045,0.80890727,14.39715385,15.10808086
-192554,556960,710.2368164,22.11731339,56.16180038,0.671625376,18.06987953,28.13259888
-921554,1542960,469.3157959,6.125711441,2481.968506,1.077134967,37.680439,30.78264427
1452446,632960,1368.236816,22.70518112,21.3932476,0.54628098,0.920661151,2.345179081
-25554,876960,1054.315796,19.61453629,103.7646637,1.110927463,28.10394859,40.91230774
-64554,1559960,1027.710571,13.98552322,416.3437805,0.312764019,46.40688705,47.17511368
