x,y,prcp,tmean,DEM,SDV_100cm,Silt_100cm,Clay_100cm
-917554,1568960,639.5,4.746398449,2911.754883,0.193388432,35.33057785,24.9044075
-956554,1508960,510.2894592,5.969443798,2575.874023,0.396877885,26.30752945,33.74573135
-2318554,2318960,1300.105225,11.60579205,69.99775696,1,50.23948669,23.47860336
813446,2367960,957.5789185,7.595270634,256.7609253,0.182369158,12.34609699,6.361524105
201446,842960,1507.736816,19.51960373,35.76495743,0.443526179,36.4125824,7.882461071
-152554,1161960,939.6315918,17.45836067,283.5342712,0.28273645,20.87961388,31.64462662
1341446,707960,1358.5,21.97967911,21.71053123,0.100000001,1.94681251,3.028639317
-12554,1121960,1107.973633,17.88338852,167.7533875,1.025436163,26.56547356,53.77502441
-359554,714960,706.7105103,19.94589996,419.2222595,0.999540865,36.26317596,36.18135834
-466554,1297960,530.9473877,16.11699486,702.0095825,0.650688708,37.09972382,16.37438011
1001446,1102960,1371.026367,17.53544807,157.1905365,0.292561978,24.17162514,13.21331501
-151554,785960,908.4473877,20.16194344,159.6751251,1.862534404,28.49632645,42.32488632
-2078554,1512960,442.8684082,17.17397881,364.3480225,0.110927455,29.71900749,22.06960487
-925554,1677960,467.8421021,4.651726723,2523.921631,0.128374651,32.73719025,29.16280937
-143554,1156960,977.6842041,17.26620293,333.0860291,0.784389377,32.80688858,32.0629921
1654446,1863960,1169.342163,14.08468533,18.61194229,0.121212125,38.88521194,18.61497688
1170446,1137960,1236.736816,17.96034241,140.072052,0.628099203,14.82809925,21.81781387
264446,900960,1564.289429,18.97182083,93.16477966,0.065105163,25.27973175,28.919981
646446,834960,1744.921021,19.92812347,3.093801975,0.80804491,26.9142189,11.37034607
81446,1125960,1230.157837,17.9160347,116.9999313,0.434251606,29.48925591,25.45757675
416446,1771960,1100.605225,12.33950901,220.2697449,0.671258032,48.46473694,32.15096283
680446,1029960,1508.894775,17.89986229,98.00376129,0.06538108,23.5351696,25.73094559
-1116554,2635960,689.9473877,3.749615669,1861.289063,0.443434358,37.8789711,25.23792458
867446,2508960,875.0263062,7.057774544,306.7715759,0.058585856,6.970339775,3.861983299
-1086554,1944960,379.3421021,7.425761223,2061.976074,1.097337008,37.6623497,18.64719772
-1063554,1680960,652.0526123,5.92786026,2958.754883,0.011019284,29.56574821,24.01616287
190446,1237960,1504.368408,15.91658974,203.998291,0.000826446,18.79963303,20.18090057
-621554,2333960,581,4.870102406,1834.072876,0.511202931,50.81450653,25.41230392
1433446,496960,1420.763184,23.49505043,8.592868805,1,1.055647373,1.428282857
-1340554,2507960,506.7105408,2.382851601,2648.09668,0.037190083,25.12965965,17.78071594
-1246554,2121960,365.6315918,5.104963779,2132.414551,0.275573939,46.3523407,22.08530807
23446,1058960,1166.263184,18.33862114,144.48172,0.594123065,24.7045002,25.77033997
-54554,1051960,1010.105286,18.91578674,123.6935654,1.383562922,31.93330193,49.48558044
-66554,988960,1015.947388,18.94175529,135.8503876,1.202816844,23.55997658,39.59025955
1271446,1140960,1208.657837,18.46730995,72.96657562,0.612580359,12.67373753,17.29439926
-385554,579960,505.0526428,22.05939865,245.6128235,7.484093189,29.07598877,42.11236191
1315446,1089960,1246.684204,19.12911415,51.05017853,1,8.927331924,19.84860039
737446,1541960,1384.184204,14.51463223,169.437088,0.048025712,59.7639122,26.47759438
-1233554,1962960,569.6578979,3.8661623,2643.414795,0.787603319,32.6997261,21.50569344
651446,1144960,1499.289429,16.98232841,146.7883148,0.34710744,28.42066193,24.1067028
-1323554,1290960,510.8421021,13.99727058,1391.982422,0.03305785,25.40835571,30.5955925
-257554,524960,585.9473877,22.05290222,196.3275146,0.829752088,20.56712723,17.67704201
860446,937960,1668,18.71154785,57.82875443,0.018273646,15.70808029,10.34527111
366446,1164960,1430.263184,17.19700241,51.12453461,0.050688706,40.03085327,37.72911072
-546554,2221960,479.1052551,8.592288971,1139.707642,0.623324156,13.88604259,8.823324203
-173554,692960,840.0263062,20.89687538,112.8426056,1,12.86189175,11.89651012
1288446,804960,1457.526367,20.82851601,16.75959778,0.100000001,1.024334192,3.867033958
704446,1057960,1501.789429,17.77399826,86.30168915,0.43562901,33.7444458,23.55335236
-177554,956960,918.1315918,18.22585487,312.0933228,1.001285553,37.93480301,31.04361725
585446,1185960,1501.236816,16.68012428,126.0656128,0.058097929,37.80838013,21.49651718
673446,1426960,1444.342163,14.97561932,156.7126465,0.002938476,46.50670242,21.18246078
1197446,1130960,1222.052612,18.21841431,108.2545242,0.914600551,10.13516998,22.78255272
-1523554,2683960,951.1052856,4.141403198,1774.894775,0.992633522,37.01652908,11.44306755
830446,1270960,1558.289429,15.71209717,214.1595154,0.032192416,33.96068573,26.63357925
-116554,1306960,994.4736938,16.50545692,279.5645142,0.047474749,30.61395836,20.48319435
752446,1208960,1512.736816,16.68098259,96.84044647,0.393129766,30.28454208,20.5395031
-917554,2895960,331.8421021,6.073491573,818.0667114,3.477318764,33.00367355,33.98989868
-98554,1315960,1033.684204,16.44897079,309.0754089,0.737700284,59.81687164,26.99679565
-333554,1249960,682.2894897,16.9962368,447.2781067,0.712121248,35.59981537,43.77419662
826446,967960,1612.763184,18.32447243,105.7959671,0.56639117,27.39540863,21.10964203
486446,964960,1598.605225,18.31946182,140.049881,0.001561065,38.25968933,19.00615311
-729554,2251960,358.6842041,7.71435976,1518.590576,1.049768329,31.81899834,25.02178001
701446,1183960,1434.815796,17.21277046,54.95176315,0.110074624,43.61501694,16.63852692
-333554,612960,539.4736938,22.08848,151.5501862,0.51606977,7.950045586,19.69191933
-227554,1584960,721.4210815,14.12541389,445.0483398,0.210849538,33.04882431,23.43490219
-410554,1349960,641.1315918,14.98132896,791.538147,0.483103782,22.90284729,15.51423264
924446,1083960,1321.421021,18.20421028,55.86033249,0.226102948,31.59705925,30.41801453
343446,1243960,1390.578979,16.82372665,78.83868408,0.185032144,33.29540634,22.04986191
722446,1009960,1476.868408,18.25087738,26.42096901,0.01393998,28.09467697,18.50183868
1326446,1006960,1318.394775,19.68696022,16.77884865,0.063452713,6.978971481,8.369146347
782446,1113960,1451.605225,17.54728889,64.46134186,0.731002748,25.75510597,21.73946571
-141554,1188960,957.2368164,17.29265404,371.7115784,0.898255289,32.09862137,38.01129532
-73554,1142960,1071.289429,17.96268082,211.6313782,0.866666675,27.38741875,51.36180115
-484554,1137960,529.7631836,17.11718559,755.1956177,1,29.91695404,27.33093643
-1223554,2282960,661.3947144,4.441554546,2220.404053,0.692929268,42.50927353,32.65803528
-1331554,1276960,487,14.67025089,1449.515259,0.458677679,19.06069946,15.57823658
55446,886960,1164.368408,19.59751511,54.62591553,2.253994465,43.67465591,20.7265377
964446,2527960,799.5526123,6.655784607,215.8932953,0.366942167,15.16657448,8.877410889
-103554,1482960,929.9210815,15.39727974,319.8600464,0.393572092,45.57649231,33.06042099
-951554,2014960,540.7631836,5.739918709,2029.38562,0.639677405,30.78177452,44.0482254
-438554,852960,538.7631836,18.04978561,696.1160278,1,38.2303009,52.77575684
1297446,775960,1473.5,21.11168671,12.85985088,0.100000001,0.824150562,2.319650888
1109446,887960,1488.052612,19.71632767,41.38574219,0.100000001,6.280992031,3.700275421
1326446,663960,1377.815796,22.56181908,20.21421051,0.144421697,2.603275299,2.717911959
-883554,2522960,389.9736938,7.932085514,1117.838745,1.423967004,39.94765854,30.13360977
-1317554,2171960,806.0526123,7.157522678,1883.726318,0.451201469,39.11127472,23.38937187
-1573554,1501960,315.2631531,13.30417061,1579.78186,1,18.73361015,26.557024
-142554,613960,882.0789185,21.50862694,57.0439415,1.896234989,12.51000977,27.42892456
1350446,882960,1336.526367,20.71652412,14.02160835,0.100000001,2.196694136,1.823599577
1227446,872960,1432.236816,20.19174385,23.25936508,0.100000001,4.085950375,2.060606003
-814554,1610960,532.1578979,4.312232971,2740.305664,0.528650165,25.2869606,22.51404953
-141554,1187960,966.2631836,17.20605659,355.2723694,0.710743785,23.66308594,26.19595909
-1073554,2708960,462.8421021,4.967448711,1687.499512,1.009366393,34.2178154,24.42810059
685446,855960,1775.973633,19.66009331,14.29605961,0.153351694,36.48025894,13.41671276
-1055554,2285960,434.8157959,3.242943048,2600.593994,0.902020156,35.26060486,23.01616287
-1510554,2022960,443.4473572,5.465086937,2075.43042,0.493112952,34.10027695,16.33608818
821446,912960,1740.394775,19.00977898,76.75900269,0.140147328,18.52071762,15.78462315
-1177554,1201960,472.5,12.23436451,1767.384888,1,31.10000038,30.5
34446,1322960,1133.605225,16.59471512,202.0639343,0.386247098,23.8291378,25.28170204
6446,1888960,857.3684082,11.6649971,359.8091125,0.201469243,56.10670471,32.94866943
-134554,632960,899.2631836,21.27920151,71.01491547,0.412672192,10.93792439,28.60688782
-111554,1200960,987.5789185,17.47454071,247.5655365,1.481359005,24.94425964,30.96327019
-510554,841960,502.2368469,18.1462307,747.5818481,0.999540865,36.82029343,29.29752159
-58554,1173960,1084.763184,17.452631,220.5253754,0.640771389,41.7396698,39.811203
146446,2492960,760.4210815,6.664937019,303.3558655,0.005263158,18.67321587,7.679999828
-1147554,2389960,821.4210815,0.809695899,2669.360107,0.300000012,30,20.20000076
-1005554,2354960,301.9736938,6.43632555,1877.94812,2.443893433,35.12084579,26.89935684
-839554,2237960,514.1315918,3.987258911,2441.151123,0.244260788,29.1852169,22.72038651
-31554,1458960,1019.473694,15.6430378,247.8475494,0.039620653,30.69157028,24.47407722
-205554,357960,582.6052856,23.70908165,22.61338234,1.705785155,28.75022888,32.61074448
179446,983960,1380.078979,18.63371658,79.59341431,0.538475692,32.4839325,31.17640114
-181554,1275960,921.8421021,16.53157616,348.9490051,0.596121907,42.04921341,32.52400589
181446,1478960,1223.342163,14.25470066,343.4880981,0.200000003,51.24112701,29.27742004
373446,1746960,1089.131592,12.87639141,188.9317932,0.767676771,62.29990768,31.26519775
-747554,1687960,400.8421021,11.04219913,1656.074097,0.909765601,25.49941444,11.70498085
-1068554,2057960,371.6842041,4.223950863,2508.583008,0.003327172,18.84759712,22.62051773
214446,1252960,1624.026367,15.28730202,255.2594604,0.191919193,33.07024765,25.14839363
313446,2267960,963.2894897,7.205382347,363.3680725,0.003309693,34.75509644,23.7674942
413446,1082960,1460.447388,18.15269852,27.6052227,0.004591368,63.83737564,27.15068817
555446,1013960,1531.842163,18.09116364,124.0418243,0.045730028,33.32699585,20.90789604
668446,1481960,1397.552612,14.75198936,156.8841553,0.579430699,57.81753922,24.4745636
-273554,436960,571.2105103,22.77886581,182.4736938,0.526354432,19.28833771,15.11092663
1636446,1817960,1177.368408,14.26904774,44.51679993,0.04316888,23.19098663,19.63149834
-257554,1443960,726.8684082,14.96465588,494.8963318,0.077745937,13.76169968,12.48872948
586446,1251960,1518.394775,16.19600677,106.9430923,0.015335171,44.55858612,19.73122025
-949554,2519960,463.6578979,4.403565407,1463.787598,2.562901735,35.62020111,23.62176323
621446,1848960,1034.368408,12.00799751,202.20784,0.161177561,57.93845367,29.24774742
756446,1287960,1630.684204,15.37713051,296.8708801,0.440257341,18.90248108,12.41902542
-1191554,2745960,581.5789185,3.732853413,1965.496826,0.280624419,55.29761124,25.79834747
1661446,1839960,1174.026367,14.34996319,18.46207619,0.041322317,24.56381989,16.86740112
710446,1072960,1458.105225,17.78690338,59.45644379,0.563452721,25.6597805,29.56813622
1336446,1252960,1236.947388,17.66694641,111.0621719,0.098438933,9.209458351,16.21478462
1365446,935960,1319.026367,20.490345,0.940707266,1.526411533,3.809952259,7.560286999
-1120554,2033960,308.3157959,7.322229862,1798.718018,1.891827345,26.78594971,16.91386604
28446,1281960,1275.552612,16.02407837,332.8672791,0.065748394,24.19724464,30.40550995
-142554,1191960,953.6315918,17.23498154,308.7162781,0.514784217,18.24288368,24.72112083
-324554,588960,544,22.22620583,159.3332214,0.796326935,13.7034893,26.33470917
1211446,1160960,1188.210571,18.12181473,61.91035843,0.361382484,7.735483646,8.807003975
-1381554,2925960,543.1578979,5.902124405,1242.436279,0.444352627,53.15491486,16.38677788
-802554,1048960,388.4736938,15.39971924,1412.572266,1.411857724,47.00434875,24.38221359
564446,944960,1576.315796,18.80651855,85.65106201,1.012488484,22.83691406,20.15344429
648446,978960,1520.789429,18.35710144,65.94465637,0.101005025,32.00110626,28.20502472
-744554,1824960,525.7631836,7.310727596,2227.108887,0.302479327,17.47428894,17.47741127
-1451554,1347960,502.3421021,15.36943054,1481.371338,0.828282833,30.92727089,29.23434258
-2258554,2131960,1135.342163,10.98798752,1117.135254,0.061248854,22.02626228,20.52993584
-808554,1814960,402.9473572,4.331604958,2623.204102,0.100000001,22.5,17.89999962
393446,1140960,1437.473633,17.48263741,52.4037056,0.493112952,68.6150589,20.38503075
-442554,2402960,468.0526428,8.422486305,677.1644897,1.207621694,31.22378349,28.4528923
-417554,739960,646.7894897,19.22774124,563.1533203,0.5945822,45.36289978,38.59963226
144446,1032960,1268.184204,18.59409523,75.0947113,0.126820281,20.0849762,21.84617615
1381446,782960,1334.947388,21.43088531,33.46523666,0.100000001,1.5,1.5
1036446,885960,1561.447388,19.63770103,20.99453163,0.147015616,11.56051445,14.68640995
1468446,1492960,1211.736816,15.79781723,181.9762878,0.307479233,29.41468048,25.54709053
-1883554,2662960,307.2368469,10.76424026,1072.500488,0.008080808,40.28081131,34.73535156
-253554,1436960,732,15.14019012,497.1388855,0.406320751,20.22518921,12.73028374
1178446,994960,1269.421021,19.171772,79.17029572,0.906603754,8.820849419,15.76764202
-147554,2021960,724.3421021,10.54566002,526.3723755,0.367309451,56.20036697,26.52350807
1342446,1307960,1227.763184,17.36552048,151.7605286,0.279155195,12.251791,19.75518799
-105554,848960,918.1315918,19.89774895,109.3518524,0.976176441,48.43647003,43.80147171
322446,1109960,1393.815796,17.56587982,44.98682404,0.912962973,21.40398026,21.49518585
-652554,2539960,386.1842041,7.024363995,1000.304504,8.799081802,34.5518837,40.81414032
84446,695960,1325.157837,20.96342468,6.577217102,0.842424273,35.57740784,50.24177933
202446,2702960,731.9210815,4.065973759,408.631897,0.10069102,30.87962914,11.56209183
-381554,1147960,597.3421021,17.44110298,539.0715332,0.197612479,36.99173737,28.18622589
-1444554,2591960,691.8157959,1.549704552,2187.103516,0.600000024,29.20000076,16.70000076
842446,1480960,1345.973633,14.68979073,193.7767792,0.041252304,41.1459465,42.0144577
816446,1121960,1412.552612,17.78423119,79.12836456,0.741330862,25.016119,32.51321411
830446,1306960,1492.157837,15.82556629,218.6324615,0.061799817,36.74729156,22.69963264
-2218554,1751960,607.3421021,13.48917866,222.890152,0.519375563,34.66345215,31.4735527
-1286554,2207960,1304.184204,1.64584434,2621.778564,1,34.79999924,26
875446,1461960,1482.842163,14.32858849,221.0043335,0.027589453,42.68286133,38.02740097
382446,1701960,1179.684204,12.54722118,264.8148804,0.143067032,59.85904312,31.18686867
-5554,908960,1090.236816,19.20352745,145.3435364,0.834710717,13.83673096,11.3934803
983446,1041960,1412.842163,17.95114899,149.1824951,0.27970615,15.75325966,14.19944954
1175446,1174960,1207.236816,17.70755005,134.2063904,0.674104691,11.69531631,21.50605965
314446,1351960,1287.315796,16.09241295,91.16560364,0.062982276,49.74786377,37.5771637
-897554,2617960,355.921051,8.283778191,951.0358887,2.72130394,38.9296608,26.15491295
-1088554,1831960,546.3157959,4.969101429,2764.918213,0.402754813,21.48980713,14.89531708
523446,985960,1552.657837,18.34812927,114.4810715,0.122905031,43.99627686,20.28547478
-972554,1605960,601.2631836,6.576486111,2345.03418,0.112121217,20.85454559,25.24765968
631446,1166960,1494.973633,16.72397614,172.6302185,0.088797063,36.42139435,24.98916435
-87554,807960,948.2105103,20.20110321,94.51512146,1,27.17024803,38.72736359
-1277554,2017960,648.7368164,4.85476017,2343.461426,0.636576235,34.30289841,24.66267395
-790554,2231960,413.5526428,6.283649921,1956.441895,0.05748393,27.78879738,22.36354446
477446,1540960,1316.894775,14.10314465,143.8656921,0.355188251,49.80789948,21.94205666
295446,1695960,1140,13.17227936,208.4221649,0.196677059,38.05721664,50.90737152
-2235554,1727960,828.5789185,12.16769218,582.0665894,0.301377416,24.31570244,14.82258987
858446,2388960,904.7631836,6.759009838,370.4315796,0.012855832,34.13801575,27.98383904
-1381554,2917960,859.9210815,4.109300137,1251.974365,0.288154274,53.6645546,19.13985252
-317554,679960,682.0526123,21.2592392,216.4735413,0.884939194,27.03863335,38.80841827
-1037554,2756960,364.4736938,7.349412918,1143.526001,0.958677709,32.30192947,28.73461914
-143554,613960,884.7105103,21.50686455,60.97559357,0.173461899,11.03434372,21.47750092
-400554,1518960,549.6315918,13.6470232,798.3019409,0.61873281,33.5991745,25.56749344
-1095554,1775960,353.8157959,10.83948326,1680.513916,1.931221247,36.58227921,31.8765831
-1624554,3009960,591.8947144,8.433701515,584.7956543,0.015299539,36.56165695,10.98801804
-991554,2736960,447.5,6.849702835,1296.32666,0.301469237,31.11900902,28.77805328
-327554,760960,839.9473877,18.58516121,574.2592163,0.733608782,45.30394745,37.60881424
-450554,812960,547.8947144,18.27960396,683.4766846,0.898898065,45.56712723,42.34527206
119446,982960,1244.368408,18.76445198,105.6553192,0.593388438,38.39752197,28.10936737
1347446,946960,1305.052612,20.28423309,5.921325684,0.100000001,10.29017448,11.44012833
-2275554,2235960,1564.184204,9.3083601,833.5891113,0.435261697,37.74995422,27.5349865
892446,1519960,1447.868408,14.45423222,170.7181244,0.100000001,43.45456696,43.39608765
455446,1693960,1135.815796,12.91509151,205.5356293,0.214692384,38.21836472,44.4443512
549446,1029960,1488.210571,18.14393806,105.1624374,0.440147996,57.83885193,26.87585449
246446,1059960,1393.473633,18.13259315,65.47447205,0.199265376,56.61331177,30.79338837
-1088554,2498960,866.7368164,1.104218125,2677.943359,0.5,26.88282776,19.02791595
-1157554,1189960,522.9736938,10.71316814,1863.000366,1,24.38705254,30.28374672
951446,1322960,1562.078979,14.34243107,447.5439453,0.044719927,20.45096397,21.62892532
641446,1082960,1501.736816,17.39445305,158.5394592,0.116712831,28.31052589,30.94145966
1013446,836960,1623.815796,20.04868698,9.836666107,0.100000001,6.389164448,4.796235085
697446,1237960,1507.210571,16.53769875,107.2060852,0.207215548,30.04375458,24.41776085
409446,1434960,1348.710571,15.18923092,120.5028229,0.200000003,49.57621765,27.34481239
-429554,717960,592.6842041,20.39299393,394.2634583,0.964646459,36.23278046,19.61606979
-840554,1527960,457.7631531,6.913416386,2790.980225,0.777777791,26.55959702,26.74618912
-511554,1325960,482.1315918,14.82390308,1029.810181,0.856290162,29.26436996,25.27355385
-174554,735960,874.0263062,20.4326973,147.3620758,1.006611586,8.200826645,8.493480682
304446,2352960,963.2368164,7.136670589,330.9453735,0.009825529,57.45619965,19.69935799
-1627554,1993960,333.421051,7.14839983,2124.147949,0.132690549,32.59926605,29.94214821
-255554,1007960,801.0789185,17.95836639,424.9638367,1.015243411,21.59274673,32.76299286
290446,1378960,1406.657837,15.13669491,159.6947327,0.15592286,28.98897934,18.95996284
-365554,1275960,622.8421021,16.72312927,555.6484985,0.043158863,13.05032158,14.83067036
1219446,937960,1349.289429,19.68187332,43.29372787,0.184297517,17.56675911,7.792469978
402446,1565960,1207.026367,13.49992275,316.9036255,0.200000003,41.87530136,25.73480225
944446,930960,1546.210571,19.09557343,36.76761246,0.024411766,14.78205872,18.59627533
-29554,1083960,1061.236816,18.28115654,154.6343536,1.425115705,27.74652863,45.89386749
-128554,624960,899.6052856,21.4588089,48.41973877,0.689807177,19.96207619,26.80826378
81446,1096960,1218.763184,18.03258514,125.1702499,0.216896236,25.61542702,25.56841087
-344554,1270960,647.6315918,16.9486351,441.9939575,6.136470318,13.10705853,10.03094101
1715446,1647960,1315.552612,15.87139225,13.71533298,0.099173553,16.31248856,12.38044071
1385446,870960,1342.026367,20.99238586,2.026246309,0.372424722,4.432329655,5.487163067
-65554,960960,1024.289429,18.96281624,163.7997894,1.334618926,29.4660244,41.42718124
754446,1017960,1453.210571,18.29719543,24.73067856,0.5945822,27.54793358,31.49981689
-214554,694960,824.5,20.56326103,200.8056183,0.930211186,1.032690525,5.567677021
213446,799960,1587.184204,20.0283165,9.247443199,0.233976126,56.49448776,18.78209305
694446,1245960,1471.026367,16.57752991,90.4178009,0.42056933,28.22718048,20.96198273
1741446,1917960,1182.263184,13.96209621,1.713485122,0.848160505,26.02028847,11.40981102
656446,1928960,1059.078979,11.02217484,220.519043,0.257483929,54.66519547,28.46960449
-782554,1574960,489.1578979,6.350925446,2459.851318,1,33.93480301,34.63489532
1328446,1039960,1246.131592,19.52291489,28.79818535,0.016896235,2.146831989,4.971441746
54446,2803960,630.6315918,3.798437357,374.5581055,0.089531675,30.23755836,16.98861313
-261554,787960,876.0526123,18.28851509,542.8010864,0.831037641,39.83535385,42.23884201
889446,1081960,1337.289429,18.22832108,45.95165253,0.160409555,15.85938644,16.52013779
83446,2735960,688.8947144,4.027559757,420.3079834,0.32798031,21.33959961,16.29400063
140446,1478960,1199.868408,14.59230328,402.0374756,0.200000003,59.37860489,20.57089043
-95554,763960,991.6578979,20.50145912,85.93856812,0.719926536,19.76547241,24.48595047
651446,1203960,1471.973633,16.83844566,79.08499146,0.230129391,41.60674667,20.57024002
103446,936960,1244.447388,19.10319138,93.10197449,0.404040396,23.00422478,36.5969696
-864554,2538960,401.0263062,6.694151402,1285.02832,1.140220404,38.197155,20.40826416
-1096554,2460960,697.7105103,3.094877243,2257.360596,0.495867759,29.69788742,20.72203827
-785554,2579960,379.6052551,7.912761211,955.677002,1.493021131,38.06143188,22.01799774
-190554,1061960,826,18.36860466,256.5653687,0.862809896,32.51395798,37.41707993
-2221554,1960960,488.578949,15.21957874,175.092926,0.200000003,25.35953331,16.92256737
-2223554,2028960,724.7105103,15.69739246,350.0166321,0.139393941,40.7350769,31.05390358
-1384554,2773960,577.3684082,6.364019394,1279.150269,0.698898077,38.65656662,14.69467354
-887554,1441960,428.6052551,9.069226265,2271.484131,0.506978869,17.73342514,14.66033077
-497554,1136960,533.4473877,16.7917366,774.7168579,0.735016823,25.88331413,24.79551125
75446,763960,1380.763184,20.64996719,17.91387749,0.5,51.92828369,19.59090805
-289554,845960,690.8157959,19.07645416,392.5315857,0.450964183,17.19917488,18.44141388
-384554,782960,671.8947144,18.10593414,672.234375,0.735169888,46.62773132,43.40495682
-356554,1254960,645.1842041,17.02395821,475.9450684,0.884756684,34.83415985,38.99531555
1153446,1092960,1210.5,18.40810394,103.7941437,0.78769511,12.44903564,29.63856697
-263554,1046960,790.6578979,17.57145882,479.8577576,0.826354444,19.00045967,33.90110016
-1395554,1858960,581.3684082,6.366151333,2394.657959,1.336363673,31.66363525,23.67272568
722446,1474960,1430.552612,14.58608437,170.0304565,0.100000001,52.92047501,26.37924767
559446,913960,1659.394775,18.76817131,112.0659866,0.734986186,24.11092758,20.90569305
126446,977960,1315.631592,18.47870636,155.1061249,0.221763089,8.385491371,6.483011723
896446,991960,1500.789429,18.3512516,100.0386734,0.771349847,19.68411446,35.29853058
-227554,1066960,798.0789185,18.07284164,363.5844727,0.513223171,31.71221352,37.26106644
-334554,923960,647.7894897,18.61660194,486.7390747,1.334435225,34.08135986,46.67529678
837446,1162960,1490.710571,17.10662842,185.7828522,0.04003673,27.94830132,19.00440788
1773446,1937960,1172.236816,13.65425777,9.399004936,0.022130394,16.82433319,7.687235832
231446,1206960,1391.736816,16.8800106,87.89544678,1.01101923,36.68796921,13.47033978
-1057554,1646960,606.8157959,7.047567368,2390.328613,0.363360882,38.76960373,23.8716259
-892554,1602960,444.2105408,5.332250595,2592.736328,0.267493129,30.53470993,22.9733696
-2290554,2410960,1884.789429,11.23067093,220.2930145,1,39.03204727,28.75087357
-860554,1498960,479.8421021,7.104785919,2475.821533,2.238934755,34.51910019,23.51065254
927446,975960,1534.315796,18.42523003,127.6101913,0.427364558,17.92093658,23.30101013
606446,1291960,1451.684204,16.35936546,108.6555481,0.371992648,63.6162529,22.88273621
-463554,717960,514.7631836,20.87682915,348.8698425,1.883930206,47.32313919,40.53131104
-1278554,1344960,449.0263062,11.22881222,1933.841675,0.200000003,32.20000076,40.29999924
-339554,781960,772.7368164,18.17994118,622.2437134,0.5,31.78539848,43.97915649
-715554,2734960,364.7105408,6.296895027,965.8814087,1.466299295,34.53911972,20.30477524
618446,1068960,1498.921021,17.55247307,135.2982483,0.750284612,27.79582596,23.89221954
-468554,835960,517.8421021,18.42914963,659.2272949,1.022773147,44.25518799,26.07309532
806446,1378960,1492.052612,15.15985394,270.6823425,0.040248565,51.11147308,29.89435959
822446,1358960,1539.315796,15.2411499,257.9506226,0.090174474,62.40872192,23.77731895
684446,1204960,1455.210571,16.99575806,62.03817749,1.094177485,36.75896454,34.08243942
-232554,484960,650.2105103,22.67148209,85.71113586,0.582552791,13.09944916,21.2011013
28446,1187960,1215.605225,17.37410927,158.8389282,0.793388426,29.65013695,50.03232193
-839554,2102960,523.6052856,4.158978939,2606.361816,0.04077135,22.21864128,20.19338799
379446,1570960,1255.631592,13.01873112,354.7281494,0.200000003,54.56345367,28.03296661
-1024554,1856960,503.1052551,7.645320892,2258.745117,0.20321396,33.3972435,29.94113922
949446,887960,1660.421021,19.579813,22.50271416,0.100000001,17.58448219,19.49696922
293446,1102960,1363.263184,17.72738266,56.05189133,0.071625344,32.70082474,31.37153244
-284554,807960,783.3947144,18.33791351,546.1970215,0.575298429,34.13415909,33.68374634
230446,1204960,1405.078979,16.8392334,105.8915253,0.96877867,29.0798893,24.03884315
-793554,2200960,468.3947449,4.113986492,2338.328125,0.068118811,17.47891045,14.76346493
17446,1039960,1171.236816,18.44460869,155.1755676,0.375757575,20.02819061,22.04940224
-641554,2551960,431.3684082,6.42385149,1176.589233,0.58650136,27.87869644,17.40762138
1362446,1057960,1168.368408,19.7178421,4.999824047,0.002387512,23.62038612,33.8535347
-823554,2569960,386.0263062,7.787727356,1089.009521,1.944628119,37.65647507,22.77869606
496446,1030960,1467.921021,18.41532516,36.32740784,0.049770433,75.62497711,17.84646606
1377446,1317960,1224.605225,17.65340233,54.68846893,0.575206637,11.98539925,21.62662888
-1725554,2071960,331.7368469,7.895349979,1879.54248,0.302112043,33.32506943,31.6876049
-31554,1449960,1019.842102,15.75150776,245.1911926,0.773061991,36.33314133,27.19941902
1403446,1281960,1223.526367,17.78157616,57.56180954,0.166758493,15.80422401,19.66078949
-1114554,1917960,417.4736938,6.464496136,2146.043213,0.340771347,28.58787918,14.32653809
600446,868960,1644,19.36636162,42.13214874,0.258034885,26.29375458,19.44646454
769446,1389960,1576.210571,14.61471367,268.2766724,0.01149954,52.5165596,26.48463631
942446,2526960,824.6315918,6.488947392,252.6663666,0.234847084,13.49388313,11.48813725
673446,855960,1767.421021,19.64099503,12.28222656,0.733608842,26.83884239,12.52727318
-1400554,1764960,390.9473572,6.199334621,2524.189209,0.855831027,33.79274368,20.96648407
1213446,1157960,1205.210571,18.09925461,99.63853455,0.425895303,10.53314972,20.43590546
-302554,889960,708.6578979,18.60928726,466.4717102,0.539616942,31.60554504,21.70393181
1187446,959960,1303.078979,19.42583275,66.9030304,1,9.164278984,16.51763153
120446,1570960,1161.605225,14.21132278,254.7961884,0.973509967,51.44181442,36.67861938
-327554,633960,592.6842041,21.64138794,197.6158905,0.822865009,11.09614277,25.50459099
-763554,827960,376.7894592,16.99893951,1431.519409,0.722956836,28.64214897,30.85013771
-280554,1188960,685.8947144,17.81277466,345.1594238,1.822773218,37.98337936,40.14279175
113446,904960,1296.026367,19.32101059,66.48660278,0.957024813,24.06877899,9.247750282
329446,1290960,1365.578979,16.62665367,98.82964325,0.023424271,32.02342224,17.00319862
1352446,1083960,1216.631592,19.44190979,20.30503845,0.028099174,3.22240591,5.863636494
1249446,1208960,1170.631592,17.53598022,120.2760849,0.590165436,11.25799656,25.96893311
